,total_sqft,bath,price,site_location,bhk
802,1100.0,2.0,65.0,Baner road,2
804,1520.0,3.0,80.0,Baner road,3
808,1900.0,2.0,170.0,Baner road,3
809,989.0,2.0,60.0,Baner road,2
811,1058.0,2.0,60.0,Baner road,2
812,615.0,1.0,28.29,Baner road,1
813,664.0,1.0,35.0,Baner road,1
815,910.0,1.0,42.0,Baner road,1
816,1325.0,1.0,92.0,Baner road,2
818,750.0,2.0,50.0,Baner road,1
820,2072.0,4.0,159.0,Baner road,3
821,1938.0,3.0,113.0,Baner road,3
823,1545.0,3.0,85.0,Baner road,3
824,1999.0,3.0,135.0,Baner road,3
825,1654.0,2.0,85.0,Baner road,3
828,2658.0,5.0,187.0,Baner road,4
831,2774.0,4.0,208.0,Baner road,4
832,670.0,1.0,36.85,Baner road,1
833,1047.0,2.0,84.0,Baner road,2
834,900.0,2.0,65.0,Baner road,2
836,1380.0,2.0,95.0,Baner road,3
837,1126.0,2.0,69.0,Baner road,2
841,1594.0,3.0,99.0,Baner road,3
842,1213.0,2.0,63.0,Baner road,2
846,1300.0,2.0,120.0,Baner road,2
848,1693.0,3.0,125.0,Baner road,3
849,1395.0,2.0,79.0,Baner road,3
850,1560.0,3.0,90.0,Baner road,3
853,1308.0,2.0,89.04,Baner road,2
854,1221.0,3.0,65.0,Baner road,3
856,1917.0,3.0,110.0,Baner road,3
857,1571.0,3.0,83.0,Baner road,3
858,960.0,2.0,55.0,Baner road,2
859,1881.0,3.0,95.0,Baner road,3
860,1275.0,2.0,65.0,Baner road,3
864,3362.0,5.0,249.0,Baner road,4
865,2732.0,4.0,194.0,Baner road,4
867,1335.0,2.0,73.43,Baner road,3
870,3335.0,4.0,290.0,Baner road,4
871,3200.0,8.0,130.0,Baner road,9
872,1864.0,3.0,115.0,Baner road,3
873,1180.0,2.0,75.0,Baner road,2
874,1700.0,2.0,86.0,Baner road,3
876,1210.0,2.0,65.0,Baner road,3
878,1200.0,3.0,67.77,Baner road,3
880,1595.0,3.0,96.0,Baner road,3
881,1776.0,3.0,124.0,Baner road,3
882,1245.0,2.0,83.05,Baner road,2
884,1820.0,3.0,95.0,Baner road,3
888,3671.0,4.0,220.0,Baner road,4
889,1346.0,2.0,76.01,Baner road,2
891,1354.0,2.0,70.0,Baner road,2
894,1194.0,2.0,65.0,Baner road,2
895,1485.0,2.0,90.0,Baner road,3
900,1200.0,2.0,50.0,Bhandarkar Road,2
901,1285.0,2.0,82.0,Bhandarkar Road,2
902,1475.0,3.0,98.0,Bhandarkar Road,3
903,1693.0,3.0,108.0,Bhandarkar Road,3
904,1130.0,2.0,60.0,Bhandarkar Road,2
907,1020.0,2.0,48.45,Bhandarkar Road,2
909,1198.0,2.0,77.0,Bhandarkar Road,2
910,1984.0,4.0,146.0,Bhandarkar Road,3
911,5000.0,7.0,299.0,Bhandarkar Road,7
912,1373.0,3.0,72.0,Bhandarkar Road,3
913,1060.0,2.0,62.0,Bhandarkar Road,2
914,1062.0,2.0,42.47,Bhandarkar Road,2
915,1101.0,2.0,65.5,Bhandarkar Road,2
916,1200.0,3.0,70.0,Bhandarkar Road,2
917,883.0,2.0,40.0,Bhandarkar Road,2
918,1620.0,2.0,110.0,Bhandarkar Road,3
919,1215.0,2.0,110.0,Bhandarkar Road,2
920,1200.0,3.0,44.0,Bhandarkar Road,2
921,1536.0,3.0,89.0,Bhandarkar Road,3
922,1160.0,2.0,36.0,Bhandarkar Road,2
923,1225.0,2.0,53.55,Bhandarkar Road,2
924,1121.0,2.0,43.72,Bhandarkar Road,2
925,1460.0,3.0,88.0,Bhandarkar Road,3
926,1300.0,2.0,85.0,Bhandarkar Road,2
927,1424.0,2.0,90.0,Bhandarkar Road,2
928,950.0,2.0,48.0,Bhandarkar Road,2
929,1350.0,2.0,83.0,Bhandarkar Road,3
930,1011.0,2.0,50.53,Bhandarkar Road,2
931,1219.0,2.0,40.0,Bhandarkar Road,2
933,4000.0,6.0,150.0,Bhandarkar Road,6
934,1600.0,3.0,95.0,Bhandarkar Road,3
938,1996.0,3.0,135.0,Bhandarkar Road,3
939,1050.0,2.0,75.0,Bhandarkar Road,2
940,1252.0,2.0,55.0,Bhandarkar Road,2
941,1165.0,2.0,45.0,Bhandarkar Road,2
942,1450.0,2.0,89.6,Bhandarkar Road,3
944,2790.0,4.0,198.0,Bhandarkar Road,4
945,1210.0,2.0,60.0,Bhandarkar Road,2
947,1100.0,2.0,35.0,Bhandarkar Road,2
948,1116.0,2.0,37.0,Bhandarkar Road,2
949,2774.0,4.0,208.0,Bhandarkar Road,4
950,1620.0,3.0,110.0,Bhandarkar Road,3
951,1840.0,4.0,175.0,Bhandarkar Road,3
952,602.0,1.0,26.0,Bhandarkar Road,1
953,1216.0,2.0,75.0,Bhandarkar Road,2
955,1357.0,2.0,130.0,Bhandarkar Road,2
956,1250.0,2.0,68.0,Bhandarkar Road,2
958,2790.0,5.0,198.0,Bhandarkar Road,4
959,1200.0,2.0,67.0,Bhandarkar Road,2
960,1713.0,3.0,110.0,Bhandarkar Road,3
961,940.0,2.0,43.61,Bhandarkar Road,2
962,2456.0,3.0,220.0,Bhandarkar Road,3
963,1180.0,2.0,50.0,Bhandarkar Road,2
964,1151.0,2.0,43.16,Bhandarkar Road,2
965,1140.0,2.0,46.0,Bhandarkar Road,2
966,2515.0,4.0,155.0,Bhandarkar Road,3
967,1232.0,2.0,69.6,Bhandarkar Road,2
968,1194.0,2.0,46.0,Bhandarkar Road,2
970,1099.0,2.0,37.5,Bhandarkar Road,2
971,933.0,2.0,58.0,Bhandarkar Road,1
972,900.0,1.0,70.0,Bhandarkar Road,2
973,1510.0,3.0,83.05,Bhandarkar Road,3
974,1100.0,3.0,56.57,Bhandarkar Road,3
975,1128.0,2.0,65.58,Bhandarkar Road,2
976,1100.0,2.0,50.0,Bhandarkar Road,2
977,1547.0,2.0,103.0,Bhandarkar Road,2
979,1140.0,2.0,56.0,Bhandarkar Road,2
980,602.0,1.0,38.0,Bhandarkar Road,1
981,1560.0,2.0,83.3,Bhandarkar Road,3
982,965.0,2.0,38.0,Bhandarkar Road,2
983,1060.0,2.0,42.5,Bhandarkar Road,2
984,1015.0,2.0,60.0,Bhandarkar Road,2
985,1960.0,3.0,138.0,Bhandarkar Road,3
987,3150.0,3.0,290.0,Bhandarkar Road,3
989,2247.0,3.0,145.0,Bhandarkar Road,3
992,1385.0,3.0,90.0,Bhandarkar Road,3
994,1370.0,2.0,87.0,Bhandarkar Road,3
995,1360.0,2.0,62.425,Bhandarkar Road,2
996,1116.0,2.0,51.91,Bhandarkar Road,2
998,1155.0,2.0,54.5,Bhandarkar Road,2
999,1170.0,2.0,50.0,Bhandarkar Road,2
1001,1470.0,2.0,84.22,Bhandarkar Road,3
1002,1175.0,2.0,50.0,Bhandarkar Road,2
1004,1027.0,1.0,44.0,Bhandarkar Road,2
1005,1000.0,2.0,44.0,Bhandarkar Road,2
1007,1360.0,2.0,101.0,Bhandarkar Road,2
1008,1241.0,2.0,64.0,Bhandarkar Road,2
1009,986.0,2.0,31.0,Bhandarkar Road,2
1010,2144.0,3.0,140.0,Bhandarkar Road,3
1011,1012.0,2.0,68.0,Bhandarkar Road,2
1012,1165.0,2.0,52.0,Bhandarkar Road,2
1013,1160.0,2.0,64.08,Bhandarkar Road,2
1014,1140.0,2.0,43.0,Bhandarkar Road,2
1016,645.0,1.0,16.45,Bhandarkar Road,1
1018,1564.0,3.0,103.0,Bhandarkar Road,3
1019,530.0,1.0,18.0,Bhandarkar Road,1
1022,912.0,2.0,70.0,Bhavani Peth,3
1025,1753.0,3.0,120.0,Bhavani Peth,3
1027,1694.0,2.0,150.0,Bhavani Peth,2
1030,3900.0,4.0,410.0,Bhavani Peth,4
1032,3000.0,5.0,250.0,Bhavani Peth,4
1036,1168.0,3.0,70.0,Bhavani Peth,3
1038,1700.0,3.0,135.0,Bhavani Peth,3
1040,671.0,1.0,36.85,Bhavani Peth,1
1041,1673.0,3.0,115.0,Bhavani Peth,3
1045,3000.0,4.0,240.0,Bhavani Peth,4
1046,1170.0,2.0,71.0,Bhavani Peth,2
1051,2400.0,6.0,130.0,Bhavani Peth,6
1052,1304.0,2.0,100.0,Bhavani Peth,2
1053,1525.0,3.0,90.0,Bhavani Peth,3
1057,1925.0,2.0,114.0,Bhavani Peth,3
1058,1636.0,3.0,85.0,Bhavani Peth,3
1060,1125.0,2.0,70.0,Bhavani Peth,2
1064,1314.0,2.0,78.0,Bhavani Peth,2
1065,2383.0,5.0,215.0,Bhavani Peth,4
1067,700.0,1.0,30.84,Bhavani Peth,1
1069,1108.0,2.0,67.15,Bhavani Peth,2
1070,948.0,2.0,75.0,Bhavani Peth,2
1072,1440.0,2.0,70.0,Bhavani Peth,3
1073,1710.0,3.0,100.0,Bhavani Peth,3
1074,2245.0,4.0,154.0,Bhavani Peth,4
1075,2200.0,4.0,160.0,Bhavani Peth,3
1077,1056.0,2.0,60.0,Bhavani Peth,2
1078,550.0,1.0,16.0,Bhavani Peth,1
1079,1000.0,2.0,60.0,Bhavani Peth,2
1080,1266.67,2.0,69.0,Bhavani Peth,2
1082,4300.0,6.0,175.0,Bhavani Peth,6
1083,1903.0,6.0,140.0,Bhavani Peth,5
1086,2215.0,4.0,154.0,Bhavani Peth,3
1087,2250.0,3.0,200.0,Bhavani Peth,3
1089,2072.0,3.0,122.0,Bhavani Peth,3
1091,605.0,1.0,13.31,Bhavani Peth,1
1093,1517.0,2.0,125.0,Bhavani Peth,2
1095,2666.0,4.0,200.0,Bhavani Peth,3
1098,1713.0,3.0,120.0,Bhavani Peth,3
1101,1770.0,3.0,180.0,Bhavani Peth,3
1102,1600.0,3.0,140.0,Bhavani Peth,4
1103,1600.0,3.0,95.0,Bhavani Peth,3
1104,3900.0,5.0,415.0,Bhavani Peth,4
1105,3000.0,6.0,150.0,Bhavani Peth,6
1109,1320.0,2.0,95.0,Bhavani Peth,3
1111,1550.0,3.0,85.0,Bhavani Peth,3
1112,1299.0,2.0,105.0,Bhavani Peth,2
1113,1200.0,3.0,105.0,Bhavani Peth,3
1115,1318.0,2.0,68.0,Bhavani Peth,3
1118,1707.0,3.0,115.0,Bhavani Peth,3
1121,3420.0,4.0,225.0,Bhavani Peth,4
1124,860.0,2.0,56.0,Bhavani Peth,2
1126,1250.0,2.0,75.0,Bhavani Peth,2
1130,1350.0,1.0,145.0,Bhavani Peth,1
1132,1950.2,3.0,193.0,Bhavani Peth,3
1136,2340.0,5.0,160.0,Bhavani Peth,4
1137,1585.0,2.0,79.0,Bhavani Peth,3
1138,1210.0,2.0,69.0,Bhavani Peth,2
1139,1100.0,2.0,85.0,Bhavani Peth,2
1142,877.0,1.0,59.0,Bhavani Peth,1
1144,1630.0,2.0,98.0,Bibvewadi,3
1145,1225.0,2.0,47.6,Bibvewadi,2
1146,2000.0,4.0,120.0,Bibvewadi,4
1147,1460.0,2.0,58.0,Bibvewadi,2
1149,1020.0,2.0,40.0,Bibvewadi,2
1150,1019.0,2.0,49.85,Bibvewadi,2
1151,2376.0,3.0,203.0,Bibvewadi,3
1152,1300.0,2.0,50.0,Bibvewadi,2
1153,530.0,1.0,20.0,Bibvewadi,1
1154,1960.0,3.0,160.0,Bibvewadi,3
1155,1380.0,2.0,80.0,Bibvewadi,2
1158,1552.0,2.0,51.0,Bibvewadi,2
1159,1460.0,2.0,72.0,Bibvewadi,3
1160,3606.0,4.0,312.0,Bibvewadi,4
1161,1156.0,2.0,32.0,Bibvewadi,2
1162,1090.0,2.0,58.0,Bibvewadi,2
1163,2039.0,3.0,168.0,Bibvewadi,3
1164,987.0,2.0,49.0,Bibvewadi,2
1165,850.0,2.0,28.0,Bibvewadi,2
1166,1045.0,2.0,76.77,Bibvewadi,2
1167,1050.0,2.0,38.0,Bibvewadi,2
1168,1155.0,2.0,40.6,Bibvewadi,2
1169,1650.0,3.0,122.0,Bibvewadi,3
1170,1270.0,2.0,69.85,Bibvewadi,2
1171,1600.0,5.0,140.0,Bibvewadi,5
1172,1662.0,3.0,85.5,Bibvewadi,3
1173,1083.0,2.0,32.49,Bibvewadi,2
1174,1680.0,3.0,85.0,Bibvewadi,3
1177,1320.0,2.0,73.0,Bibvewadi,3
1178,1390.0,2.0,80.0,Bibvewadi,3
1180,2651.0,2.0,225.0,Bibvewadi,3
1181,1430.0,2.0,75.0,Bibvewadi,3
1183,1560.0,3.0,115.0,Bibvewadi,3
1184,1600.0,2.0,160.0,Bibvewadi,3
1185,1700.0,3.0,95.0,Bibvewadi,3
1187,1169.0,2.0,64.0,Bibvewadi,2
1188,1367.0,2.0,62.0,Bibvewadi,2
1189,1290.0,2.0,40.63,Bibvewadi,2
1190,1103.0,2.0,55.0,Bibvewadi,2
1192,1155.0,2.0,55.5,Bibvewadi,2
1193,1477.0,2.0,80.0,Bibvewadi,3
1194,3895.0,2.0,451.0,Bibvewadi,4
1195,1120.0,2.0,53.0,Bibvewadi,2
1196,970.0,2.0,55.0,Bibvewadi,2
1198,1000.0,2.0,38.5,Bibvewadi,2
1200,1500.0,2.0,82.0,Bibvewadi,3
1201,1476.0,3.0,125.0,Bibvewadi,3
1202,2400.0,3.0,150.0,Bibvewadi,3
1203,909.0,2.0,40.9,Bibvewadi,2
1204,1200.0,3.0,68.4,Bibvewadi,3
1205,2932.0,5.0,195.0,Bibvewadi,4
1207,1120.0,2.0,44.24,Bibvewadi,2
1208,1800.0,3.0,90.0,Bibvewadi,3
1209,3004.0,4.0,158.0,Bibvewadi,3
1210,2850.0,5.0,343.0,Bibvewadi,3
1211,1155.0,2.0,40.6,Bibvewadi,2
1212,1175.0,2.0,47.0,Bibvewadi,2
1213,1250.0,2.0,60.0,Bibvewadi,2
1214,1440.0,3.0,72.0,Bibvewadi,3
1216,1250.0,2.0,65.0,Bibvewadi,2
1218,6000.0,12.0,150.0,Bibvewadi,11
1220,664.0,1.0,35.4,Bibvewadi,1
1221,2300.0,3.0,142.0,Bibvewadi,3
1222,1500.0,2.0,50.0,Bibvewadi,2
1223,1133.0,2.0,40.0,Bibvewadi,2
1224,3300.0,4.0,430.0,Bibvewadi,4
1225,2504.0,3.0,138.0,Bibvewadi,3
1226,1110.0,2.0,110.0,Bibvewadi,2
1227,960.0,2.0,55.0,Bibvewadi,2
1228,1464.0,2.0,56.0,Bibvewadi,2
1229,1420.0,2.0,75.0,Bibvewadi,3
1230,1108.0,2.0,63.0,Bibvewadi,2
1231,975.0,2.0,50.0,Bibvewadi,2
1232,1295.0,2.0,55.47,Bibvewadi,2
1233,966.0,2.0,50.0,Bibvewadi,2
1234,1715.0,2.0,100.0,Bibvewadi,3
1236,945.0,2.0,45.0,Bibvewadi,2
1237,1817.0,3.0,110.0,Bibvewadi,3
1238,1698.0,2.0,105.0,Bibvewadi,2
1239,1333.0,2.0,86.65,Bibvewadi,2
1240,1976.0,3.0,145.0,Bibvewadi,3
1241,1935.0,4.0,125.0,Bibvewadi,3
1242,1320.0,2.0,65.0,Bibvewadi,3
1243,4500.0,4.0,345.0,Bibvewadi,4
1244,1752.12,3.0,125.0,Bibvewadi,3
1245,1184.0,2.0,78.0,Bibvewadi,2
1246,1100.0,3.0,58.0,Bibvewadi,3
1247,975.0,2.0,24.86,Bibvewadi,2
1248,1445.0,2.0,89.56,Bibvewadi,3
1249,1756.0,3.0,110.0,Bibvewadi,3
1250,1205.0,2.0,67.0,Bibvewadi,2
1251,1125.0,2.0,55.0,Bibvewadi,2
1252,1270.0,2.0,45.0,Bibvewadi,2
1253,1680.0,2.0,92.0,Bibvewadi,3
1254,1750.0,3.0,185.0,Bibvewadi,4
1255,720.0,1.0,28.0,Bibvewadi,1
1256,1655.0,3.0,113.0,Bibvewadi,3
1257,1354.0,2.0,71.0,Bibvewadi,2
1258,1660.0,3.0,110.0,Bibvewadi,3
1259,1360.0,2.0,73.0,Bibvewadi,3
1260,1150.0,2.0,45.0,Bibvewadi,2
1261,1477.0,2.0,69.5,Bibvewadi,3
1262,1075.0,2.0,53.0,Bopodi,2
1263,1050.0,2.0,32.0,Bopodi,2
1264,1253.0,2.0,102.0,Bopodi,2
1265,1875.0,3.0,165.0,Bopodi,3
1266,1975.0,3.0,150.0,Bopodi,3
1269,929.0,2.0,46.0,Bopodi,2
1270,1625.0,2.0,75.0,Bopodi,2
1271,1035.0,2.0,45.0,Bopodi,2
1273,900.0,1.0,45.0,Bopodi,2
1274,1010.0,2.0,40.39,Bopodi,2
1275,2038.5,3.0,120.0,Bopodi,3
1276,1200.0,3.0,68.5,Bopodi,3
1277,1258.0,2.0,115.0,Bopodi,2
1278,1068.0,2.0,40.05,Bopodi,2
1279,2017.0,3.0,125.0,Bopodi,3
1280,1112.0,2.0,40.0,Bopodi,2
1281,1720.0,3.0,100.0,Bopodi,3
1282,1196.0,2.0,51.51,Bopodi,2
1284,1850.0,3.0,146.0,Bopodi,3
1285,1255.0,2.0,77.68,Bopodi,3
1287,1091.0,2.0,32.0,Bopodi,2
1288,1045.0,2.0,60.0,Bopodi,2
1289,1520.0,2.0,103.0,Bopodi,3
1291,717.0,2.0,49.475,Bopodi,2
1292,1141.0,2.0,44.4,Bopodi,2
1293,1400.0,2.0,68.0,Bopodi,2
1294,650.0,1.0,23.0,Bopodi,1
1295,1550.0,2.0,90.0,Bopodi,3
1296,3216.0,4.0,226.0,Bopodi,4
1298,2072.0,4.0,147.0,Bopodi,3
1300,1444.0,2.0,70.0,Bopodi,2
1302,1253.0,2.0,52.66,Bopodi,2
1303,910.2,2.0,80.64,Bopodi,2
1304,2600.0,3.0,140.0,Bopodi,3
1305,2254.0,3.0,170.0,Bopodi,3
1306,1010.0,2.0,55.0,Bopodi,2
1308,1339.0,2.0,58.0,Bopodi,2
1309,1132.0,2.0,89.0,Bopodi,2
1310,1001.0,2.0,30.0,Bopodi,2
1311,700.0,2.0,34.99,Bopodi,2
1312,1095.0,2.0,38.33,Bopodi,2
1314,1655.0,3.0,113.0,Bopodi,3
1315,1276.0,2.0,75.0,Bopodi,2
1317,1852.0,3.0,130.0,Bopodi,3
1318,876.0,2.0,29.5,Bopodi,2
1319,1290.0,1.0,77.5,Bopodi,2
1320,3425.0,5.0,250.0,Bopodi,4
1321,1200.0,2.0,85.0,Bopodi,2
1324,1272.0,2.0,51.5,Bopodi,2
1326,1120.0,2.0,70.0,Bopodi,2
1328,3000.0,4.0,130.0,Bopodi,8
1330,800.0,1.0,72.0,Bopodi,1
1331,3600.0,7.0,160.0,Bopodi,7
1332,1380.0,3.0,130.0,Bopodi,3
1333,2625.0,3.0,175.0,Bopodi,3
1334,1230.0,2.0,58.0,Bopodi,2
1335,1000.0,2.0,63.0,Bopodi,2
1336,1183.0,2.0,58.56,Bopodi,2
1337,1564.0,3.0,100.0,Bopodi,3
1339,1163.0,2.0,64.08,Bopodi,2
1340,1295.0,2.0,43.9,Bopodi,2
1342,2439.0,4.0,190.0,Bopodi,4
1343,1180.0,2.0,105.0,Bopodi,2
1344,1050.0,2.0,51.0,Bopodi,2
1345,3496.0,4.0,262.0,Bopodi,4
1346,1475.0,3.0,80.0,Bopodi,3
1348,1200.0,4.0,110.0,Bopodi,4
1349,1053.0,2.0,53.0,Bopodi,2
1350,1691.0,3.0,100.0,Bopodi,3
1351,1205.0,2.0,47.0,Bopodi,2
1352,2030.0,2.0,182.0,Bopodi,3
1353,1400.0,3.0,90.0,Bopodi,3
1354,1258.0,2.0,85.5,Bopodi,2
1355,883.0,2.0,37.01,Bopodi,2
1356,1070.0,2.0,49.0,Bopodi,2
1357,1410.0,3.0,90.0,Bopodi,3
1358,2470.0,5.0,192.0,Bopodi,4
1359,1610.0,3.0,84.53,Bopodi,3
1360,1185.0,2.0,47.39,Bopodi,2
1361,1100.0,2.0,55.0,Bopodi,2
1362,1650.0,3.0,95.0,Bopodi,3
1363,1065.0,3.0,72.0,Bopodi,3
1364,1261.0,2.0,80.0,Bopodi,3
1365,1170.0,2.0,39.0,Bopodi,2
1367,1070.0,2.0,60.0,Bopodi,2
1369,1160.0,2.0,40.58,Bopodi,2
1371,1070.0,2.0,38.0,Bopodi,2
1372,1205.0,2.0,60.0,Bopodi,2
1375,1165.0,2.0,45.0,Bopodi,2
1376,1410.0,2.0,125.0,Bopodi,2
1377,900.0,2.0,75.0,Bopodi,2
1379,1340.0,2.0,75.0,Bopodi,2
1380,1420.0,2.0,120.0,Bopodi,2
1381,1000.0,2.0,38.0,Budhwar Peth,2
1382,782.0,2.0,55.68,Budhwar Peth,2
1385,1260.0,2.0,55.0,Budhwar Peth,2
1386,1196.0,2.0,94.42,Budhwar Peth,2
1387,1180.0,2.0,42.0,Budhwar Peth,2
1389,674.0,2.0,33.0,Budhwar Peth,2
1390,2072.0,4.0,142.0,Budhwar Peth,3
1391,1350.0,2.0,80.0,Budhwar Peth,2
1392,1397.0,3.0,105.0,Budhwar Peth,3
1394,1200.0,2.0,78.0,Budhwar Peth,2
1395,1030.0,2.0,55.0,Budhwar Peth,2
1396,1195.0,2.0,42.0,Budhwar Peth,2
1397,500.0,1.0,17.0,Budhwar Peth,1
1398,1200.0,1.0,48.0,Budhwar Peth,1
1399,1560.0,3.0,92.0,Budhwar Peth,3
1400,1135.0,2.0,58.0,Budhwar Peth,2
1401,3122.0,6.0,235.0,Budhwar Peth,4
1403,1198.0,2.0,84.0,Budhwar Peth,2
1404,1040.0,2.0,50.0,Budhwar Peth,2
1405,1697.0,3.0,114.0,Budhwar Peth,3
1406,1400.0,2.0,78.0,Budhwar Peth,2
1407,1112.0,2.0,62.0,Budhwar Peth,2
1408,1065.0,2.0,44.95,Budhwar Peth,2
1409,4200.0,4.0,255.0,Budhwar Peth,4
1410,1180.0,2.0,42.0,Budhwar Peth,2
1411,1205.0,2.0,42.18,Budhwar Peth,2
1412,1200.0,2.0,45.0,Budhwar Peth,2
1413,1215.0,2.0,58.86,Budhwar Peth,2
1414,1084.0,2.0,58.0,Budhwar Peth,2
1415,1151.0,2.0,43.1,Budhwar Peth,2
1416,1070.0,2.0,47.5,Budhwar Peth,2
1417,1858.0,2.0,167.0,Budhwar Peth,3
1418,2400.0,4.0,225.0,Budhwar Peth,5
1419,1000.0,2.0,36.0,Budhwar Peth,2
1420,993.0,2.0,50.0,Budhwar Peth,3
1421,1415.0,2.0,67.0,Budhwar Peth,2
1422,3100.0,4.0,310.0,Budhwar Peth,4
1423,1200.0,3.0,85.0,Budhwar Peth,3
1424,1140.0,2.0,50.66,Budhwar Peth,2
1425,1300.0,3.0,89.13,Budhwar Peth,3
1426,1840.0,3.0,140.0,Budhwar Peth,3
1427,1160.0,2.0,42.0,Budhwar Peth,2
1428,2200.0,2.0,110.0,Budhwar Peth,2
1429,1465.0,3.0,80.01,Budhwar Peth,3
1430,1359.0,2.0,104.0,Budhwar Peth,2
1431,1040.0,2.0,48.86,Budhwar Peth,2
1433,970.0,2.0,35.0,Budhwar Peth,2
1434,1200.0,2.0,65.0,Budhwar Peth,3
1436,1250.0,1.0,54.0,Budhwar Peth,2
1437,1225.0,2.0,47.0,Budhwar Peth,2
1439,1100.0,2.0,55.0,Budhwar Peth,2
1440,1150.0,2.0,48.0,Budhwar Peth,2
1441,945.0,2.0,45.0,Budhwar Peth,2
1442,700.0,2.0,35.07,Budhwar Peth,2
1443,1200.0,2.0,35.0,Budhwar Peth,2
1444,1300.0,3.0,64.0,Budhwar Peth,3
1445,790.0,2.0,49.5,Budhwar Peth,2
1446,1194.0,2.0,47.0,Budhwar Peth,2
1448,1490.0,2.0,92.0,Budhwar Peth,3
1449,1015.0,2.0,50.0,Budhwar Peth,2
1450,435.0,1.0,22.0,Budhwar Peth,1
1452,1215.0,2.0,68.0,Budhwar Peth,2
1453,1200.0,2.0,53.0,Budhwar Peth,2
1454,1050.0,2.0,64.8,Budhwar Peth,2
1455,1100.0,2.0,55.0,Budhwar Peth,2
1456,1340.0,2.0,72.0,Budhwar Peth,2
1457,1160.0,2.0,46.39,Budhwar Peth,2
1458,1197.0,2.0,50.0,Budhwar Peth,2
1459,1155.0,2.0,39.0,Budhwar Peth,2
1460,1856.0,4.0,180.0,Budhwar Peth,3
1461,420.0,1.0,23.5,Budhwar Peth,1
1463,1200.0,2.0,46.5,Budhwar Peth,2
1464,1024.0,2.0,32.0,Budhwar Peth,2
1466,1445.0,2.0,83.0,Budhwar Peth,3
1467,975.0,2.0,32.0,Budhwar Peth,2
1468,1788.0,3.0,164.0,Budhwar Peth,3
1470,925.0,2.0,55.0,Budhwar Peth,2
1471,1070.0,2.0,33.43,Budhwar Peth,2
1472,1458.0,2.0,87.0,Budhwar Peth,3
1473,700.0,1.0,38.0,Budhwar Peth,1
1474,6000.0,4.0,410.0,Budhwar Peth,4
1475,1469.0,2.0,99.14,Budhwar Peth,2
1476,1100.0,2.0,60.0,Budhwar Peth,2
1477,1870.0,3.0,180.0,Budhwar Peth,3
1479,935.0,2.0,78.0,Budhwar Peth,2
1480,1190.0,2.0,70.0,Budhwar Peth,2
1481,1814.0,3.0,129.0,Budhwar Peth,3
1482,1080.0,2.0,46.0,Budhwar Peth,2
1483,1070.0,2.0,50.0,Budhwar Peth,2
1484,1300.0,2.0,75.0,Budhwar Peth,2
1485,815.0,2.0,40.0,Budhwar Peth,2
1487,1197.0,2.0,79.9,Budhwar Peth,2
1488,1427.0,2.0,85.0,Budhwar Peth,3
1489,1400.0,2.0,86.0,Budhwar Peth,3
1490,2240.0,4.0,160.0,Budhwar Peth,4
1491,1100.0,2.0,90.0,Budhwar Peth,2
1492,1200.0,3.0,75.0,Budhwar Peth,3
1493,1305.0,2.0,67.0,Budhwar Peth,2
1494,1115.0,2.0,50.0,Budhwar Peth,2
1495,1850.0,3.0,98.0,Budhwar Peth,3
1496,1100.0,2.0,40.0,Bund Garden Road,2
1497,1260.0,2.0,66.78,Bund Garden Road,2
1499,1010.0,2.0,29.5,Bund Garden Road,2
1500,1150.0,3.0,52.5,Bund Garden Road,2
1501,961.0,2.0,38.0,Bund Garden Road,2
1502,1185.0,2.0,41.0,Bund Garden Road,2
1503,1740.0,2.0,95.0,Bund Garden Road,3
1504,1115.0,2.0,50.0,Bund Garden Road,2
1505,1350.0,2.0,75.0,Bund Garden Road,3
1506,1700.0,3.0,115.0,Bund Garden Road,3
1508,1750.0,3.0,95.0,Bund Garden Road,3
1509,1080.0,2.0,43.2,Bund Garden Road,2
1512,1925.0,3.0,120.0,Bund Garden Road,3
1514,900.0,2.0,64.0,Bund Garden Road,2
1515,1000.0,2.0,64.0,Bund Garden Road,2
1518,674.0,1.0,21.0,Bund Garden Road,1
1519,1200.0,2.0,55.0,Bund Garden Road,2
1520,730.0,1.0,35.0,Bund Garden Road,1
1521,1366.0,3.0,76.85,Bund Garden Road,2
1522,1260.0,2.0,75.0,Bund Garden Road,2
1523,900.0,1.0,30.0,Bund Garden Road,1
1524,1035.0,2.0,41.43,Bund Garden Road,2
1525,1150.0,2.0,38.0,Bund Garden Road,2
1526,919.0,2.0,49.0,Bund Garden Road,2
1527,1400.0,2.0,68.0,Bund Garden Road,2
1528,1260.0,2.0,70.0,Bund Garden Road,2
1529,1752.0,3.0,145.0,Bund Garden Road,3
1530,1500.0,2.0,130.0,Bund Garden Road,3
1531,780.0,2.0,35.0,Bund Garden Road,2
1532,1360.0,2.0,75.0,Bund Garden Road,3
1533,4960.0,4.0,400.0,Bund Garden Road,4
1534,1130.0,2.0,73.0,Bund Garden Road,2
1535,1550.0,3.0,75.0,Bund Garden Road,3
1536,1636.0,3.0,97.0,Bund Garden Road,3
1538,1104.0,2.0,35.5,Bund Garden Road,2
1539,2631.0,3.0,200.0,Bund Garden Road,4
1540,1060.0,2.0,48.5,Bund Garden Road,2
1541,1850.0,3.0,90.0,Bund Garden Road,3
